City,Lat,Long,Google Maps Link,Name,Category,List,Closed
Las Palmas,28.100659699999998,-15.4150084,https://www.google.com/maps/place/Catedral+Metropolitana+de+Santa+Ana+de+Canarias/data=!4m2!3m1!1s0xc40958c2658cf49:0xeccfb29dd97c9db6,Catedral Metropolitana de Santa Ana de Canarias,other,want to go,
Las Palmas,29.157509400000002,-13.432145700000001,https://www.google.com/maps/place/Jameos+del+Agua/data=!4m2!3m1!1s0xc48a3cae1795a81:0x30e1e3972e3751ca,Jameos del Agua,experience,want to go,
Las Palmas,28.0642749,-15.4622242,https://www.google.com/maps/place/Jard%C3%ADn+Bot%C3%A1nico+Canario+Viera+y+Clavijo/data=!4m2!3m1!1s0xc4095d581cb3d37:0x29a46ee78ff74c19,Jardín Botánico Canario Viera y Clavijo,park,want to go,
Las Palmas,28.136229600000004,-15.4364424,https://www.google.com/maps/place/La+Churrer%C3%ADa/data=!4m2!3m1!1s0xc40951679f5aa71:0x39e126fa555017a,La Churrería,cafe,want to go,
Las Palmas,28.1661596,-15.435280899999997,https://www.google.com/maps/place/La+Taskita+De+Las+Coloradas/data=!4m2!3m1!1s0xc40eacbee34f30f:0x4eedfda8435973bd,La Taskita De Las Coloradas,bar,want to go,
Las Palmas,28.438546300000002,-14.050110900000002,https://www.google.com/maps/place/Mirador+de+Morro+Velosa/data=!4m2!3m1!1s0xc47bb00757dcbf1:0x28090d98c99d4bd0,Mirador de Morro Velosa,other,want to go,
Las Palmas,27.96388835,-15.565833300000001,https://www.google.com/maps/place/Pico+de+las+Nieves/data=!4m2!3m1!1s0xc409aa013e03a03:0x3323b6efbd4e9e60,Pico de las Nieves,other,want to go,
Las Palmas,28.135052400000003,-15.4378067,https://www.google.com/maps/place/Bull+Hotels+-+Hotel+Astoria/data=!4m2!3m1!1s0xc409516f3764937:0x24ae042e154c819b,Bull Hotels - Hotel Astoria,hotel,want to go,
Las Palmas,28.143653699999998,-15.431539899999999,https://www.google.com/maps/place/Fuji+Restaurant/data=!4m2!3m1!1s0xc409516f3d4a401:0x587e588d950b5815,Fuji Restaurant,restaurant,want to go,
Las Palmas,28.1071529,-15.417891500000001,https://www.google.com/maps/place/Restaurante+Allende+Triana/data=!4m2!3m1!1s0xc4095854e2570b1:0xec07fed5c4357b2d,Restaurante Allende Triana,restaurant,want to go,
Las Palmas,28.1416318,-15.434396900000003,https://www.google.com/maps/place/Restaurante+Casa+Chen/data=!4m2!3m1!1s0xc409596dd7a5f6f:0x6458b54e4aab89a1,Restaurante Casa Chen,restaurant,want to go,
Las Vegas,36.13246169999999,-115.1818523,https://www.google.com/maps/place/Meow+Wolf+Las+Vegas'+Omega+Mart/data=!4m2!3m1!1s0x80c8c5a83887ca35:0xec1f6aedb41f3ea,Meow Wolf Las Vegas' Omega Mart,art,want to go,
Las Vegas,36.19373710000001,-115.1645886,https://www.google.com/maps/place/Gritz+Cafe/data=!4m2!3m1!1s0x80c8c2482d65ca79:0x3c9243f3ebf6602c,Gritz Cafe,cafe,want to go,
Las Vegas,36.0279753,-115.1156322,https://www.google.com/maps/place/Truffles+N+Bacon+Cafe+%C2%AE/data=!4m2!3m1!1s0x80c8cf8c84240225:0x1dcff3a27771056b,Truffles N Bacon Cafe ®,cafe,want to go,
Riga,56.952427699999994,24.1405437,https://www.google.com/maps/place/Krokodils+Bar/data=!4m2!3m1!1s0x46eecf0af23edd4f:0x54fc5904c3ebf7b9,Krokodils Bar,bar,favorite,
Riga,56.952435699999995,24.140361600000002,https://www.google.com/maps/place/Nurme+Bar/data=!4m2!3m1!1s0x46eecfc4a8a29a27:0x8c1405f93d496b1f,Nurme Bar,bar,favorite,
Riga,56.949422,24.130516500000002,https://www.google.com/maps/place/Aleponija/data=!4m2!3m1!1s0x46eece2dbd18c6f1:0xb57b345b79ed8f3b,Aleponija,bar,favorite,
Riga,56.9532022,24.1452469,https://www.google.com/maps/place/Alus+R%C5%ABme+Trofeja/data=!4m2!3m1!1s0x46eecf4aaaf67a65:0x1f55bc971d2580e9,Alus Rūme Trofeja,bar,favorite,
Riga,56.9510994,24.135106999999998,https://www.google.com/maps/place/Avotu+Ez%C4%ABtis+migl%C4%81/data=!4m2!3m1!1s0x46eece321b079f75:0x114fbc783ff04b39,Avotu Ezītis miglā,bar,favorite,
Riga,56.952456999999995,24.1403721,https://www.google.com/maps/place/Boar+BBQ/data=!4m2!3m1!1s0x46eecf5aed89e1b7:0xb9d0073e36801421,Boar BBQ,bar,favorite,
Riga,56.9492987,24.129535899999997,https://www.google.com/maps/place/Cadets+de+Gascogne/data=!4m2!3m1!1s0x46eecf5f7baa2f0b:0xc0d50d7e22772b50,Cadets de Gascogne,cafe,favorite,
Riga,56.9562693,24.1532119,"https://www.google.com/maps/place/Centrale+33,+kafejn%C4%ABca/data=!4m2!3m1!1s0x46eecf2b7a030ac5:0x881826196f95b168","Centrale 33, kafejnīca",restaurant,favorite,
Riga,56.941187500000005,24.1299127,https://www.google.com/maps/place/Katkevich/data=!4m2!3m1!1s0x46eecfb02b5993c1:0xcb2af90aec1be896,Katkevich,restaurant,favorite,
Riga,56.94249939999999,24.128860899999996,https://www.google.com/maps/place/Market+Latgale/data=!4m2!3m1!1s0x46eece29781ae4e1:0x21f3787620f231ab,Market Latgale,flea market,favorite,
Riga,56.9500424,24.1508655,https://www.google.com/maps/place/Nurme+Brewery+%26+Taproom/data=!4m2!3m1!1s0x46eecf66376c6c67:0x14231087423c29f0,Nurme Brewery & Taproom,bar,favorite,
Riga,56.9536283,24.1461908,https://www.google.com/maps/place/Oak'A+Burgers/data=!4m2!3m1!1s0x46eecfcee5a6116d:0xe56360d6dd707465,Oak'A Burgers,restaurant,favorite,
Riga,56.952562400000005,24.154196199999998,"https://www.google.com/maps/place/Pie+Gabri%C4%93la,+Restor%C4%81ns/data=!4m2!3m1!1s0x46eece397c7a4d73:0x4afb31649991ad8f","Pie Gabriēla, Restorāns",restaurant,favorite,
Riga,56.9438573,24.1149982,https://www.google.com/maps/place/Riga+Central+Market/data=!4m2!3m1!1s0x46eecfd4d1c236e3:0x38d769786a660bd4,Riga Central Market,flea market,favorite,
Riga,56.9508559,24.134121799999996,https://www.google.com/maps/place/Rimi+Mini/data=!4m2!3m1!1s0x46eecfa40a55455d:0xcae1b63b35e57934,Rimi Mini,other,favorite,
Riga,56.942142399999994,24.115147600000004,https://www.google.com/maps/place/Sp%C4%AB%C4%B7eri/data=!4m2!3m1!1s0x46eecfd57d17080b:0xd216ee28325e7e92,Spīķeri,experience,favorite,
Riga,56.9507952,24.127121100000004,https://www.google.com/maps/place/This+Place+Doesn't+Need+A+Name+Avotu/data=!4m2!3m1!1s0x46eecfe1848d142d:0xe234d210e1745c65,This Place Doesn't Need A Name Avotu,restaurant,favorite,
Riga,56.94964699999999,24.137004100000002,https://www.google.com/maps/place/%C4%A2ertr%C5%ABdes+iela+103/data=!4m2!3m1!1s0x46eece2e1fcea485:0xfe09f776e371f6c3,Ģertrūdes iela 103,other,favorite,
Lauterbrunnen,46.60555585,7.920419499999999,https://www.google.com/maps/place/Wengen/data=!4m2!3m1!1s0x478fa1c61e6dd461:0xb1a996face2f0381,Wengen,other,want to go,
Lawndale,33.8792099,-118.35594279999998,https://www.google.com/maps/place/Cracker+Barrel+Old+Country+Store/data=!4m2!3m1!1s0x80c2b50b94adbf69:0xa4cfe02357987bc1,Cracker Barrel Old Country Store,bar,favorite,
Amsterdam,52.37427520000001,4.881611400000001,https://www.google.com/maps/place/Caf%C3%A9+Chris/data=!4m2!3m1!1s0x47c609db398ac5a7:0xad4f1db967b1bf54,Café Chris,bar,want to go,
Le Mont-Saint-Michel,48.6244628,-1.52776135,https://www.google.com/maps/place/Mont+Saint-Michel/data=!4m2!3m1!1s0x480ea8d67c9ceeb3:0xc5834ce47e0dc3fe,Mont Saint-Michel,other,want to go,
Lebanon,33.8889657,35.5122018,https://www.google.com/maps/place/Liza/data=!4m2!3m1!1s0x151f16fd1564d30b:0x88ecfcb2a888a0ab,Liza,restaurant,want to go,
Leipzig,51.33175299999999,12.334326999999998,https://www.google.com/maps/place/Quchi+-+sushi+%26+asian+fusion+kitchen/data=!4m2!3m1!1s0x47a6f7a1dbe0f9f9:0x407b2a34d04bcd91,Quchi - sushi & asian fusion kitchen,restaurant,favorite,
Leipzig,51.331467599999996,12.334845799999998,https://www.google.com/maps/place/RUDI/data=!4m2!3m1!1s0x47a6f7a19a626afb:0x8b7fa62121eca078,RUDI,bar,favorite,true
Leipzig,51.25174200000001,12.315318900000003,https://www.google.com/maps/place/Belantis/data=!4m2!3m1!1s0x47a658c795f65d89:0xe080217d017f2766,Belantis,park,favorite,
Leipzig,51.3448662,12.380275299999997,https://www.google.com/maps/place/Instant+Market/data=!4m2!3m1!1s0x47a6f9002611357f:0x6cb42e9d9af1724f,Instant Market,club,want to go,
Leipzig,51.331209099999995,12.333845499999999,https://www.google.com/maps/place/Beard+Brothers/data=!4m2!3m1!1s0x47a6f7a1d185935d:0x9937c4e5dcff8260,Beard Brothers,restaurant,want to go,
Leipzig,51.321112899999996,12.401248800000001,https://www.google.com/maps/place/Distillery/data=!4m2!3m1!1s0x47a6f9cb0ac03aff:0x8bf34f8198cdc116,Distillery,club,want to go,
Leipzig,51.3251632,12.3309367,https://www.google.com/maps/place/Elipamanoke+-+Leipzig/data=!4m2!3m1!1s0x47a6f7757deac631:0x592cb38ab27e1268,Elipamanoke - Leipzig,club,want to go,
Leipzig,51.3266469,12.3448452,https://www.google.com/maps/place/Kuultivo/data=!4m2!3m1!1s0x47a6f7c0893d4e11:0x8c95350ae9397474,Kuultivo,restaurant,want to go,
Leipzig,51.3481953,12.396043299999999,https://www.google.com/maps/place/mjut/data=!4m2!3m1!1s0x47a6f94ea71b3ca7:0x338a88d498e865a4,mjut,club,want to go,
Leipzig,51.34204,12.37826,https://www.google.com/maps/place/N'+Ostalgie+Museum/data=!4m2!3m1!1s0x47a6f823ac890f93:0xec7f860f3a742dde,N' Ostalgie Museum,art,want to go,
Leipzig,51.3201033,12.3204658,https://www.google.com/maps/place/Neue+Welle/data=!4m2!3m1!1s0x47a6f773d8acb8f9:0xeb9f35a3021f3021,Neue Welle,club,want to go,
Leipzig,51.34032049999999,12.378488999999998,https://www.google.com/maps/place/St.+Nicholas+Church/data=!4m2!3m1!1s0x47a6f8239be993db:0x5f4844f96cc90c2d,St. Nicholas Church,other,want to go,
Leipzig,51.3574502,12.313887900000001,https://www.google.com/maps/place/The+Wooden+Rabbit+Villa/data=!4m2!3m1!1s0x47a6f6337add5f41:0x3faa4a5dc517176b,The Wooden Rabbit Villa,experience,want to go,
Leipzig,51.324774999999995,12.330444999999996,https://www.google.com/maps/place/T%C3%A4ubchenthal/data=!4m2!3m1!1s0x47a6f70b46e654d5:0x84570fc83ac3e8ff,Täubchenthal,experience,want to go,
Leipzig,51.3088455,12.372509,https://www.google.com/maps/place/UT+Connewitz/data=!4m2!3m1!1s0x47a6f9c465121b31:0x958e8cff04f06f45,UT Connewitz,experience,want to go,
Leipzig,51.3382289,12.304651100000001,https://www.google.com/maps/place/Westhafen/data=!4m2!3m1!1s0x47a6f7ae7dcdf1fb:0x169345f5853a09c9,Westhafen,experience,want to go,
Leipzig,51.3022747,12.3744756,https://www.google.com/maps/place/Conne+Island+Skatepark+%2F+SK8ISLAND/data=!4m2!3m1!1s0x47a6f9ea7260b1d7:0x31eade09c1becc23,Conne Island Skatepark / SK8ISLAND,park,want to go,
Leipzig,51.3592336,12.3625887,https://www.google.com/maps/place/FRIEDA+Restaurant/data=!4m2!3m1!1s0x47a6f79e4afa9ab7:0xcdbca4420d1b8f38,FRIEDA Restaurant,restaurant,want to go,
Lexington,30.4133586,-97.0096923,https://www.google.com/maps/place/Snow's+BBQ/data=!4m2!3m1!1s0x86445ea1200576a9:0x28fc4cc3aa69a5f2,Snow's BBQ,bar,want to go,
Lingen (Ems),52.518349799999996,7.326084,https://www.google.com/maps/place/Brunnenstra%C3%9Fe+30/data=!4m2!3m1!1s0x47b787b5255182b9:0x2a2bdd33ee366180,Brunnenstraße 30,other,favorite,
Lingen (Ems),52.5216666,7.321954499999999,https://www.google.com/maps/place/The+Bulldog+-+Burger+%26+Barbecue+Bar+-+Lingen/data=!4m2!3m1!1s0x47b787b9efde04c1:0x7069e4edd54b8a8b,The Bulldog - Burger & Barbecue Bar - Lingen,bar,want to go,
Lingen (Ems),52.5222635,7.3157689999999995,https://www.google.com/maps/place/Cafe+Extrablatt+Lingen+am+Markt/data=!4m2!3m1!1s0x47b78633754f5bb1:0x98b06325756de999,Cafe Extrablatt Lingen am Markt,cafe,want to go,
Lingen (Ems),52.522746,7.316269,https://www.google.com/maps/place/Alte+Posthalterei/data=!4m2!3m1!1s0x47b78633992e14b9:0x1b5fe04d83fc7498,Alte Posthalterei,restaurant,want to go,
Lingen (Ems),52.52238,7.31527,https://www.google.com/maps/place/Hexenhaus/data=!4m2!3m1!1s0x47b78770be15a0a1:0x63b15018019e912f,Hexenhaus,bar,want to go,
Lingen (Ems),52.5209536,7.323449399999999,https://www.google.com/maps/place/Kunsthalle+Lingen/data=!4m2!3m1!1s0x47b7864aa2ee1a79:0xca274b4a40bfb2ef,Kunsthalle Lingen,other,want to go,
Linthe,52.1599176,12.780515200000002,https://www.google.com/maps/place/Kullman's+Linthe/data=!4m2!3m1!1s0x47a8856b42acdfa7:0x254998002f44232c,Kullman's Linthe,restaurant,favorite,
Lisboa,38.708584200000004,-9.151684200000002,https://www.google.com/maps/place/Neighbourhood+Lisbon/data=!4m2!3m1!1s0xd19355b1d862aaf:0x30298f261a8094a,Neighbourhood Lisbon,cafe,favorite,
Lisboa,38.715970899999995,-9.1474989,https://www.google.com/maps/place/A+Cevicheria/data=!4m2!3m1!1s0xd19337f11d424cb:0x375e9213594734d,A Cevicheria,restaurant,favorite,
Lisboa,38.709007,-9.139506,https://www.google.com/maps/place/Dear+Breakfast/data=!4m2!3m1!1s0xd193521f7d2f86d:0x62723308dd205061,Dear Breakfast,restaurant,favorite,
Lisboa,38.7164761,-9.142961699999997,https://www.google.com/maps/place/DSCAR/data=!4m2!3m1!1s0xd19337881c0a281:0x8ae17ad630a61cc,DSCAR,other,favorite,
Lisboa,38.7084936,-9.153769099999998,https://www.google.com/maps/place/Fauna+%26+Flora/data=!4m2!3m1!1s0xd193483a0c0c9e1:0x20aa9c6a2507641e,Fauna & Flora,restaurant,favorite,
Lisboa,38.7097811,-9.1408293,https://www.google.com/maps/place//data=!4m2!3m1!1s0xd19347ec59091d9:0x211bd42612d00991,Cerâmicas na Linha,shop,favorite,
Lisboa,38.710097499999996,-9.1393846,https://www.google.com/maps/place//data=!4m2!3m1!1s0xd1935e3a7ae2ba5:0xe16942c86d2efac5,Latte Lisbon,shop,favorite,
Lisboa,38.7108394,-9.1440551,https://www.google.com/maps/place/Manteigaria+(Portuguese+custard+pies+factory)/data=!4m2!3m1!1s0xd19347fb4271673:0xe8af7b569be2615f,Manteigaria (Portuguese custard pies factory),bakery,favorite,
Lisboa,38.7157611,-9.1466222,https://www.google.com/maps/place/Tapisco+Lisboa/data=!4m2!3m1!1s0xd19337f7203d12f:0x8183732b808e8c8a,Tapisco Lisboa,restaurant,favorite,
Lisboa,38.710764999999995,-9.149788000000001,https://www.google.com/maps/place/the+mill/data=!4m2!3m1!1s0xd1934822d5792c9:0x5a4a7dc9e12903c7,the mill,restaurant,favorite,
Lisboa,38.70537069999999,-9.167100599999998,https://www.google.com/maps/place/After+Hours+Wine+Bar/data=!4m2!3m1!1s0xd19350075192cf3:0x56ec92f77a60a737,After Hours Wine Bar,bar,want to go,
Lisboa,38.7139227,-9.1519475,https://www.google.com/maps/place/Foxtrot/data=!4m2!3m1!1s0xd19337ddcb11c1d:0x44c81ad34fab343a,Foxtrot,bar,want to go,
Lisboa,38.70974530000001,-9.148270499999999,https://www.google.com/maps/place/Madame+Petisca/data=!4m2!3m1!1s0xd193481083cf531:0x6c484409ce290fb8,Madame Petisca,bar,want to go,
Lisboa,38.706252,-9.155324,https://www.google.com/maps/place/Santos/data=!4m2!3m1!1s0xd193484fbb50893:0xc4b829bb8f70e05,Santos,cafe,want to go,
Lisboa,38.7101511,-9.1411185,https://www.google.com/maps/place/Alma/data=!4m2!3m1!1s0xd19347edb83ac8f:0xaa0522bc46fb5d33,Alma,restaurant,want to go,
Lisboa,38.717699999999994,-9.164122199999998,https://www.google.com/maps/place/Am%C3%A9lia+Lisboa/data=!4m2!3m1!1s0xd193366c31eb3cf:0x39121aafe3032fa8,Amélia Lisboa,cafe,want to go,
Lisboa,38.710231300000004,-9.143996999999999,https://www.google.com/maps/place/Ao+26/data=!4m2!3m1!1s0xd19347e9fc294f3:0xdd4454470b989223,Ao 26,restaurant,want to go,
Lisboa,38.720560299999995,-9.154174000000001,https://www.google.com/maps/place/arkhe/data=!4m2!3m1!1s0xd19350f5933942f:0x6d5d07c23fb75b2b,arkhe,restaurant,want to go,
Lisboa,38.720257,-9.135742899999999,https://www.google.com/maps/place/Cervejaria+Ramiro/data=!4m2!3m1!1s0xd19338594951ef9:0x1d963dd88e75cc5f,Cervejaria Ramiro,restaurant,want to go,
Lisboa,38.71698919999999,-9.149641599999999,https://www.google.com/maps/place/Crispy+Mafya/data=!4m2!3m1!1s0xd1933ea9c1065f9:0xb782f1878cf2fe43,Crispy Mafya,restaurant,want to go,
Lisboa,38.70935540000001,-9.1462821,https://www.google.com/maps/place/Estrela+da+Bica/data=!4m2!3m1!1s0xd1934809a7073b9:0xcf8a419dc4d0d8a6,Estrela da Bica,restaurant,want to go,
Lisboa,38.7167034,-9.150470499999999,https://www.google.com/maps/place/Frangasqueira+Nacional/data=!4m2!3m1!1s0xd19337c0860ac61:0xb8a88de3ddf943ef,Frangasqueira Nacional,bar,want to go,
Lisboa,38.712399,-9.139575899999999,https://www.google.com/maps/place/Gelados+Santini/data=!4m2!3m1!1s0xd193478d172f51b:0x8b79394f650910a2,Gelados Santini,shop,want to go,
Lisboa,38.710125399999995,-9.1353154,https://www.google.com/maps/place/Gelato+Therapy/data=!4m2!3m1!1s0xd193479c4ad8b53:0xccdb9a75a27d6560,Gelato Therapy,shop,want to go,
Lisboa,38.720023999999995,-9.193823,https://www.google.com/maps/place/Keil+do+Amaral+Amphitheater/data=!4m2!3m1!1s0xd1eccb272698dbd:0x9ffbc4bb40cd0fc2,Keil do Amaral Amphitheater,other,want to go,
Lisboa,38.7109017,-9.1476882,https://www.google.com/maps/place/Machimbombo/data=!4m2!3m1!1s0xd19352cb6d08caf:0x3e996c4718e4e75,Machimbombo,bar,want to go,
Lisboa,38.70675569999999,-9.1458211,https://www.google.com/maps/place/Manteigaria+-+F%C3%A1brica+de+Past%C3%A9is+de+Nata/data=!4m2!3m1!1s0xd19348759187db9:0x4269e931011af62,Manteigaria - Fábrica de Pastéis de Nata,shop,want to go,
Lisboa,38.7104885,-9.136206099999999,https://www.google.com/maps/place/Nicolau+Lisboa/data=!4m2!3m1!1s0xd193479b6c7b78f:0xf2c7acc5f824a399,Nicolau Lisboa,cafe,want to go,
Lisboa,38.7216842,-9.134816599999999,https://www.google.com/maps/place/O+Gambuzino/data=!4m2!3m1!1s0xd1933d82fccdc91:0xb0eb632679952c71,O Gambuzino,restaurant,want to go,
Lisboa,38.733419999999995,-9.1537429,https://www.google.com/maps/place/O+Poke/data=!4m2!3m1!1s0xd19333e0cb72d4f:0x5c3d9187d7e016d5,O Poke,restaurant,want to go,
Lisboa,38.710944600000005,-9.143329999999999,https://www.google.com/maps/place/Os+Caba%C3%A7as/data=!4m2!3m1!1s0xd193528f7623e5f:0x6c7ea22f5fb9c594,Os Cabaças,restaurant,want to go,
Lisboa,38.719741,-9.1487292,https://www.google.com/maps/place/Os+Tibetanos/data=!4m2!3m1!1s0xd1933791b514ec5:0xe36f3dd9a67bee3,Os Tibetanos,restaurant,want to go,
Lisboa,38.7087746,-9.1548862,https://www.google.com/maps/place/Osteria+-+Cucina+di+Amici/data=!4m2!3m1!1s0xd1934831100667d:0x387f067a265a01ed,Osteria - Cucina di Amici,restaurant,want to go,
Lisboa,38.7096823,-9.143029,https://www.google.com/maps/place/Pal%C3%A1cio+Chiado/data=!4m2!3m1!1s0xd19347e585eb435:0x6281a8a072e44871,Palácio Chiado,restaurant,want to go,
Lisboa,38.728694,-9.184483100000001,https://www.google.com/maps/place/Panor%C3%A2mico+de+Monsanto/data=!4m2!3m1!1s0xd19334a27c6ec51:0xa61a8ad0d27bbe73,Panorâmico de Monsanto,experience,want to go,
Lisboa,38.6975105,-9.203227600000002,https://www.google.com/maps/place/Past%C3%A9is+de+Bel%C3%A9m/data=!4m2!3m1!1s0xd1ecb452efd715b:0xffeff6c6b46d9665,Pastéis de Belém,shop,want to go,
Lisboa,38.710538799999995,-9.1349567,https://www.google.com/maps/place/Prado/data=!4m2!3m1!1s0xd193479d0c13959:0x3cdd26aa245a4fd3,Prado,restaurant,want to go,
Lisboa,38.705521999999995,-9.1709249,https://www.google.com/maps/place/Quimera+Brewpub/data=!4m2!3m1!1s0xd1934a3d77792a7:0x44265666c23781bc,Quimera Brewpub,restaurant,want to go,
Lisboa,38.7100544,-9.1436093,https://www.google.com/maps/place/Taberna+da+Rua+das+Flores/data=!4m2!3m1!1s0xd19347e4e168215:0xdd6d3add6ae908fd,Taberna da Rua das Flores,other,want to go,
Lisboa,38.705409700000004,-9.167126099999999,https://www.google.com/maps/place/Tact/data=!4m2!3m1!1s0xd193590695f0fe7:0x31743468599a10a,Tact,cafe,want to go,
Lisboa,38.713117499999996,-9.1419303,https://www.google.com/maps/place/Toca+da+Raposa/data=!4m2!3m1!1s0xd1935ca7cecd503:0xe2aa87d000eaa4a,Toca da Raposa,bar,want to go,
Lisboa,38.708917799999995,-9.149452799999999,https://www.google.com/maps/place/Tricky's/data=!4m2!3m1!1s0xd19353af088d677:0x2bc1d97cc7d01cd0,Tricky's,restaurant,want to go,
Lisboa,38.7462353,-9.1001887,https://www.google.com/maps/place/Underdogs+Gallery/data=!4m2!3m1!1s0xd19316295f7478f:0xf4c70874e8743ce1,Underdogs Gallery,art,want to go,
Lisboa,38.715458,-9.1476693,https://www.google.com/maps/place/UNI/data=!4m2!3m1!1s0xd1933a1c9d44b57:0xd4126faa346b8a68,UNI,bar,want to go,
Lisboa,38.7206052,-9.1474643,"https://www.google.com/maps/place/Yakuza+by+Olivier,+Lisboa/data=!4m2!3m1!1s0xd1933827b98c0c9:0x3313703e9f7aeb36","Yakuza by Olivier, Lisboa",restaurant,want to go,
Lisboa,38.715781899999996,-9.141238699999997,https://www.google.com/maps/place/Pra%C3%A7a+dos+Restauradores/data=!4m2!3m1!1s0xd193380df7aca9f:0x213be273dddd64f,Praça dos Restauradores,park,want to go,
Lisboa,38.7160776,-9.134000300000002,https://www.google.com/maps/place/Illegal+Chinese+Restaurant/data=!4m2!3m1!1s0xd1933887b7fdbab:0x172b9a5193d7ac17,Illegal Chinese Restaurant,restaurant,want to go,
Lisbon,38.7134511,-9.145383849999998,https://www.google.com/maps/place/Bairro+Alto/data=!4m2!3m1!1s0xd19348002b3abfb:0xbafe2a3ba260d0f1,Bairro Alto,other,want to go,
Litchfield,39.17750329999999,-89.6670367,https://www.google.com/maps/place/The+Ariston+Cafe/data=!4m2!3m1!1s0x8875a2e12882dc63:0x44da7c1b9d53c9e6,The Ariston Cafe,cafe,favorite,
llogara,40.1886066,19.599167100000003,https://www.google.com/maps/place/Paragliding+Albania+-+Skysports+Albania+-+Paragliding+Llogara/data=!4m2!3m1!1s0x135b2be79165f8bb:0x2eca5cf6ef0cbb45,Paragliding Albania - Skysports Albania - Paragliding Llogara,other,want to go,
Amsterdam,52.35589530000001,4.9002264,https://www.google.com/maps/place/Bulls+and+Dogs/data=!4m2!3m1!1s0x47c6098e1edfd2ed:0x9a02b96e9de11e1,Bulls and Dogs,restaurant,want to go,
London,51.5380341,-0.1023212,https://www.google.com/maps/place/GAIL's+Bakery+Islington/data=!4m2!3m1!1s0x48761b2ab2849d41:0xfee2469460cbb427,GAIL's Bakery Islington,bakery,favorite,
London,51.584297,-0.0343606,https://www.google.com/maps/place/Bonners+Fish+Bar/data=!4m2!3m1!1s0x48761dc5ee60b7e9:0xc1e220084722f594,Bonners Fish Bar,bar,favorite,
London,51.5141012,-0.0857105,"https://www.google.com/maps/place/Marco+Pierre+White+Wheeler%E2%80%99s+Oyster+Bar+%26+Grill+Room,+Bank/data=!4m2!3m1!1s0x4876035326bfd109:0xe999901a1282081c","Marco Pierre White Wheeler’s Oyster Bar & Grill Room, Bank",bar,favorite,true
London,51.4672593,-0.0665176,https://www.google.com/maps/place/Canavan's+Peckham+Pool+Club/data=!4m2!3m1!1s0x487603a3d09d32c1:0xe9637e61f57c02e1,Canavan's Peckham Pool Club,club,favorite,true
London,51.537736699999996,-0.057529799999999985,https://www.google.com/maps/place/Bright/data=!4m2!3m1!1s0x48761ce7c42f57cd:0x8f823e0eea287f8c,Bright,restaurant,favorite,true
London,51.550097900000004,-0.07539839999999999,https://www.google.com/maps/place/Dalston+Superstore/data=!4m2!3m1!1s0x48761c8c31920aab:0xa2a9809490bf83a3,Dalston Superstore,bar,favorite,
London,51.5245002,-0.0765998,https://www.google.com/maps/place/Dishoom+Shoreditch/data=!4m2!3m1!1s0x48761cba02358bc5:0xe77da8b93c776df8,Dishoom Shoreditch,restaurant,favorite,
London,51.499405499999995,-0.1632344,https://www.google.com/maps/place/Harrods/data=!4m2!3m1!1s0x48760538ed2a30ff:0x15ee630d4b4e0d42,Harrods,shop,favorite,
London,51.479694099999996,-0.1263104,https://www.google.com/maps/place/Hot+Stuff/data=!4m2!3m1!1s0x487604f0e0551e9d:0x6e24b72eca06d677,Hot Stuff,restaurant,favorite,true
London,51.559090499999996,0.0111318,https://www.google.com/maps/place/Leytonstone+Tavern/data=!4m2!3m1!1s0x47d8a75024d3d6fd:0x1cb0c60979f06c05,Leytonstone Tavern,bar,favorite,
London,51.5560675,-0.1461834,https://www.google.com/maps/place/Southampton+Arms/data=!4m2!3m1!1s0x48761aff4673e33d:0x296bcb0d6b0395a,Southampton Arms,bar,favorite,
London,51.5452778,-0.1461111,https://www.google.com/maps/place/Tapping+The+Admiral/data=!4m2!3m1!1s0x48761ae342f8b217:0x32b85b47145b286f,Tapping The Admiral,bar,favorite,
London,51.510627500000005,-0.1353358,https://www.google.com/maps/place/The+Devonshire/data=!4m2!3m1!1s0x487605074d79cfb1:0x3f0b094216e3000e,The Devonshire,bar,favorite,
London,51.51399409999999,-0.13198529999999997,https://www.google.com/maps/place/The+Dog+And+Duck/data=!4m2!3m1!1s0x487604d2d8c5dc57:0xe9fdb886b01761be,The Dog And Duck,bar,favorite,
London,51.53840859999999,-0.0438968,https://www.google.com/maps/place/The+Hawke+Pub/data=!4m2!3m1!1s0x48761dc163778fa7:0x29fb9cfcce43379b,The Hawke Pub,bar,favorite,
London,51.582526400000006,-0.012573100000000002,https://www.google.com/maps/place/The+W+Store/data=!4m2!3m1!1s0x48761d0c31bee37d:0xe6963e7b4235e9d9,The W Store,shop,favorite,
London,51.543952,-0.0758636,https://www.google.com/maps/place/Three+Sheets/data=!4m2!3m1!1s0x48761c93d33735d5:0x548e8f8a188bad71,Three Sheets,bar,favorite,
London,51.5242042,-0.0767031,https://www.google.com/maps/place/BRAT+Restaurant/data=!4m2!3m1!1s0x48761cb0b66575ed:0xbc95fbb590ac2921,BRAT Restaurant,restaurant,favorite,
London,51.582294,-0.029646199999999998,https://www.google.com/maps/place/TARO+-+WALTHAMSTOW/data=!4m2!3m1!1s0x48761d5f6323c22b:0xd620a704a91cc815,TARO - WALTHAMSTOW,shop,favorite,
